product_id,카테고리,평점,속성_num,트러블,수분,세정력,보습,메이크업,건성,진정,저자극,세안,화장,피부타입_건성에 좋아요,피부타입_복합성에 좋아요,피부타입_지성에 좋아요,흡수,쿨링,여드름,모공,지성,피지,거품,각질,향,냄새,건조,유분,약산성,review
A000000164211,skincare,4.8,2,18,17,0,15,0,0,17,29,0,0,0.17,0.59,0.24,7,0,16,4,15,0,0,0,0,0,0,0,0,100
A000000164213,suncare,4.5,4,12,16,0,2,0,0,2,14,0,0,0.48,0.48,0.04,8,0,0,0,10,1,0,0,0,0,11,16,0,100
A000000164216,maskpack,4.8,2,5,2,0,10,0,0,4,17,0,0,0.42,0.56,0.03,4,0,0,6,3,0,0,0,0,0,0,0,0,100
A000000164236,maskpack,4.8,2,1,13,0,15,0,0,7,11,0,0,0.74,0.26,0,11,0,1,0,6,0,0,0,0,0,0,0,0,51
A000000164360,skincare,4.7,4,8,39,0,25,0,0,7,15,0,0,0.38,0.51,0.11,56,0,0,0,16,0,0,0,0,0,38,8,0,100
A000000164403,suncare,4.6,4,7,9,0,1,0,0,0,11,0,0,0.34,0.55,0.11,3,0,0,0,10,2,0,0,0,0,18,2,0,100
A000000164409,suncare,4.6,4,3,5,0,1,0,0,0,10,0,0,0.49,0.45,0.06,4,0,0,0,4,24,0,0,0,0,4,5,0,56
A000000164410,suncare,4.8,4,13,39,0,1,0,0,4,16,0,0,0.42,0.48,0.1,17,0,0,0,14,1,0,0,0,0,11,11,0,100
A000000164628,skincare,4.8,4,11,34,0,37,0,0,13,19,0,0,0.54,0.43,0.03,20,0,0,0,10,2,0,0,0,0,24,13,0,63
A000000165055,skincare,4.6,4,8,3,0,16,0,0,8,6,0,0,0.61,0.37,0.02,4,0,0,0,1,1,0,0,0,0,11,4,0,47
A000000165056,skincare,4.7,4,13,13,0,25,0,0,11,19,0,0,0.3,0.63,0.08,13,0,0,0,16,4,0,0,0,0,14,9,0,100
A000000165272,skincare,4.8,4,18,30,0,45,0,0,9,23,0,0,0.41,0.56,0.03,23,0,0,0,18,70,0,0,0,0,48,18,0,100
A000000165309,skincare,4.7,4,9,12,0,22,0,0,17,13,0,0,0,0,0,29,0,0,0,14,2,0,0,0,0,20,16,0,99
A000000165333,skincare,4.7,4,16,24,0,20,0,0,0,33,0,0,0.38,0.58,0.04,40,0,0,0,6,0,0,0,0,0,16,14,0,100
A000000165557,skincare,4.7,2,4,14,0,17,0,0,1,17,0,0,0.46,0.52,0.02,17,0,4,0,5,0,0,0,0,0,0,0,0,100
A000000165564,maskpack,4.8,2,15,4,0,0,0,0,64,21,0,0,0.21,0.59,0.2,4,77,8,12,0,0,0,0,0,0,0,0,0,100
A000000165699,cleansing,4.8,5,27,0,37,0,0,0,0,26,0,0,0.07,0.47,0.47,0,0,20,5,48,25,50,0,0,0,24,0,31,98
A000000165728,skincare,4.7,2,12,9,0,13,0,0,22,10,0,0,0.27,0.71,0.02,20,0,8,0,1,0,0,0,0,0,0,0,0,100
A000000165732,skincare,4.7,4,9,12,0,23,0,0,17,13,0,0,0,0,0,28,0,0,0,15,2,0,0,0,0,20,15,0,99
A000000165808,skincare,4.9,4,4,8,0,21,0,0,6,11,0,0,0.38,0.53,0.09,10,0,0,0,7,0,0,0,0,0,14,7,0,61
A000000165841,suncare,4.6,4,5,11,0,2,0,0,0,11,0,0,0.33,0.58,0.09,11,0,0,0,11,1,0,0,0,0,9,8,0,100
A000000165887,skincare,4.8,4,14,48,0,28,0,0,55,29,0,0,0.13,0.7,0.17,35,0,0,0,23,4,0,0,0,0,29,16,0,100
A000000166013,skincare,4.6,2,23,23,0,11,0,0,14,19,0,0,0.21,0.6,0.19,42,1,9,58,15,0,0,0,0,0,0,0,0,100
A000000166033,cleansing,4.8,1,3,4,39,3,21,4,2,50,14,40,0.4,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000166038,bodycare,4.7,4,0,1,0,54,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,0,0,0,0,13,2,0,100
A000000166267,skincare,4.6,2,23,23,0,11,0,0,14,19,0,0,0.12,0.53,0.35,42,1,9,58,15,0,0,0,0,0,0,0,0,100
A000000166303,skincare,4.8,4,35,53,0,32,0,0,49,20,0,0,0.08,0.69,0.23,31,0,0,0,33,80,0,0,0,0,35,33,0,100
A000000166426,bodycare,5,3,6,0,4,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,16,16,3,3,1,6,0,0,31
A000000166433,bodycare,4.7,4,0,1,0,28,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,76
A000000166435,skincare,4.7,2,27,23,0,14,0,0,39,20,0,0,0.23,0.62,0.15,9,1,17,3,15,0,0,0,0,0,0,0,0,100
A000000166436,skincare,4.8,1,24,44,0,24,5,13,44,29,15,36,0.31,0.55,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000166867,skincare,4.8,2,21,22,0,32,0,0,55,24,0,0,0.19,0.64,0.18,34,2,7,2,8,0,0,0,0,0,0,0,0,100
A000000166868,skincare,4.3,2,17,12,0,7,0,0,11,23,0,0,0.08,0.45,0.47,13,2,13,16,15,0,0,0,0,0,0,0,0,62
A000000166869,skincare,4.8,2,10,6,0,2,0,0,8,16,0,0,0.05,0.53,0.42,6,1,6,6,13,0,0,0,0,0,0,0,0,43
A000000167164,skincare,4.7,4,16,25,0,64,0,0,7,20,0,0,0.47,0.48,0.05,27,0,0,0,16,5,0,0,0,0,50,24,0,100
A000000167203,maskpack,4.8,2,10,10,0,8,0,0,30,21,0,0,0,0,0,7,73,6,8,2,0,0,0,0,0,0,0,0,100
A000000167993,skincare,4.8,4,3,12,0,6,0,0,0,4,0,0,0.5,0.43,0.07,13,0,0,0,3,0,0,0,0,0,3,1,0,45
A000000167994,skincare,4.7,1,1,8,0,9,14,8,1,9,1,14,0.63,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
A000000168145,bodycare,4.7,3,33,0,0,18,0,0,0,11,0,0,0,0,0,0,0,0,0,0,29,0,9,4,3,12,0,0,52
A000000168159,cleansing,4.6,5,4,0,9,0,0,0,0,11,0,0,0.16,0.65,0.19,0,0,8,1,1,13,11,0,0,0,1,0,3,35
A000000168260,suncare,4.3,4,4,6,0,1,0,0,1,9,0,0,0.35,0.52,0.13,4,0,0,0,3,0,0,0,0,0,8,8,0,32
A000000168339,skincare,4.7,4,16,20,0,26,0,0,1,23,0,0,0,0,0,33,0,0,0,9,0,0,0,0,0,27,14,0,100
A000000168447,skincare,4.6,2,1,2,0,0,0,0,1,6,0,0,0.12,0.72,0.16,0,0,3,1,2,0,0,0,0,0,0,0,0,25
A000000168448,cleansing,4.6,5,7,0,13,0,0,0,0,17,0,0,0.14,0.74,0.12,0,0,9,0,3,1,17,0,0,0,3,0,9,56
A000000168577,suncare,4.5,4,12,16,0,2,0,0,2,14,0,0,0.47,0.47,0.06,8,0,0,0,10,1,0,0,0,0,11,16,0,100
A000000168717,skincare,4.6,2,4,2,0,9,0,0,0,13,0,0,0.4,0.54,0.06,10,0,1,2,4,0,0,0,0,0,0,0,0,83
A000000168718,skincare,4.7,2,6,10,0,15,0,0,1,11,0,0,0.55,0.4,0.05,4,0,0,4,13,0,0,0,0,0,0,0,0,62
A000000168790,skincare,4.8,4,9,5,0,37,0,0,1,6,0,0,0,0,0,22,0,0,0,4,1,0,0,0,0,45,4,0,100
A000000168790,bodycare,4.8,4,9,5,0,37,0,0,1,6,0,0,0,0,0,22,0,0,0,4,1,0,0,0,0,45,4,0,100
A000000168794,skincare,4.8,4,10,8,0,88,0,0,2,8,0,0,0,0,0,58,0,0,0,10,2,0,0,0,0,51,16,0,100
A000000168794,bodycare,4.8,4,10,8,0,88,0,0,2,8,0,0,0,0,0,58,0,0,0,10,2,0,0,0,0,51,16,0,100
A000000168887,suncare,4.7,4,1,1,0,2,0,0,0,2,0,0,0.38,0.56,0.06,2,0,0,0,1,14,0,0,0,0,1,2,0,40
A000000168889,suncare,4.8,4,0,1,0,0,0,0,0,4,0,0,0.52,0.48,0,2,0,0,0,2,11,0,0,0,0,1,3,0,26
A000000168890,suncare,4.7,4,5,5,0,2,0,0,2,11,0,0,0.35,0.56,0.09,5,0,0,0,8,45,0,0,0,0,9,11,0,76
A000000169026,skincare,4.8,4,2,8,0,20,0,0,1,11,0,0,0.25,0.69,0.06,22,0,0,0,1,0,0,0,0,0,19,2,0,99
A000000169067,maskpack,4.7,2,22,36,0,27,0,0,72,48,0,0,0,0,0,14,13,16,2,3,0,0,0,0,0,0,0,0,100
A000000169069,skincare,4.7,4,25,81,0,41,0,0,25,23,0,0,0.27,0.55,0.18,44,0,0,0,33,9,0,0,0,0,44,34,0,100
A000000169070,skincare,4.8,4,18,61,0,34,0,0,16,30,0,0,0.38,0.54,0.08,56,0,0,0,18,0,0,0,0,0,50,23,0,100
A000000169103,skincare,4.7,2,32,13,0,11,0,0,21,20,0,0,0.09,0.63,0.29,16,0,25,8,11,0,0,0,0,0,0,0,0,100
A000000169435,skincare,4.7,2,6,15,0,18,0,0,1,16,0,0,0.29,0.67,0.04,17,0,4,0,6,0,0,0,0,0,0,0,0,100
A000000169505,suncare,4.9,4,1,0,0,1,0,0,0,0,0,0,0.25,0.55,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,21
A000000169512,maskpack,4.7,2,2,30,0,24,0,0,5,15,0,0,0.55,0.42,0.03,1,0,1,1,9,0,0,0,0,0,0,0,0,100
A000000170269,suncare,4.5,4,3,6,0,2,0,0,3,22,0,0,0.26,0.59,0.15,7,0,0,0,8,0,0,0,0,0,10,7,0,76
A000000170505,skincare,4.8,4,15,60,0,27,0,0,16,19,0,0,0.38,0.53,0.1,31,0,0,0,15,4,0,0,0,0,38,10,0,99
A000000170509,skincare,4.7,2,27,24,0,15,0,0,40,22,0,0,0.28,0.5,0.23,9,1,17,3,16,0,0,0,0,0,0,0,0,100
A000000170637,skincare,4.7,4,18,18,0,24,0,0,6,7,0,0,0.5,0.44,0.06,49,0,0,0,11,2,0,0,0,0,28,9,0,100
A000000170689,skincare,4.8,2,9,22,0,23,0,0,3,24,0,0,0.35,0.59,0.06,38,0,13,2,6,0,0,0,0,0,0,0,0,100
A000000170690,skincare,4.7,4,1,2,0,2,0,0,0,0,0,0,0.47,0.53,0,3,0,0,0,0,0,0,0,0,0,2,0,0,20
A000000170691,skincare,4.4,4,1,4,0,2,0,0,1,6,0,0,0.35,0.62,0.03,6,0,0,0,1,1,0,0,0,0,1,0,0,34
A000000170881,skincare,4.7,1,7,43,0,20,10,14,9,13,13,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000171334,suncare,4.7,4,4,6,0,3,0,0,1,9,0,0,0.69,0.26,0.06,9,0,0,0,6,0,0,0,0,0,4,6,0,36
A000000171710,skincare,4.8,4,18,61,0,34,0,0,16,30,0,0,0.55,0.37,0.08,56,0,0,0,18,0,0,0,0,0,50,23,0,100
A000000171711,bodycare,4.9,4,0,4,0,38,0,0,1,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,11,6,0,71
A000000171715,skincare,4.7,2,32,48,0,29,0,0,71,34,0,0,0.22,0.65,0.14,37,7,37,8,20,0,0,0,0,0,0,0,0,100
A000000171718,maskpack,4.7,2,2,30,0,24,0,0,5,15,0,0,0.52,0.45,0.03,1,0,1,1,9,0,0,0,0,0,0,0,0,100
A000000171829,skincare,4.7,4,10,18,0,60,0,0,17,16,0,0,0.74,0.23,0.03,26,0,0,0,6,5,0,0,0,0,49,17,0,100
A000000171830,cleansing,4.8,1,21,4,34,4,24,15,6,58,40,53,0.25,0.62,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,99
A000000172171,bodycare,4.8,4,1,7,0,49,0,0,1,6,0,0,0,0,0,16,0,0,0,7,1,0,0,0,0,18,6,0,77
A000000172248,skincare,4.8,4,6,9,0,23,0,0,3,6,0,0,0.19,0.53,0.28,8,0,0,0,14,27,0,0,0,0,11,8,0,70
A000000172256,skincare,4.8,4,1,2,0,9,0,0,3,6,0,0,0.33,0.67,0,3,0,0,0,3,12,0,0,0,0,4,2,0,24
A000000172436,skincare,4.7,4,4,19,0,27,0,0,6,8,0,0,0.43,0.53,0.04,34,0,0,0,5,0,0,0,0,0,19,11,0,100
A000000172792,bodycare,4.6,4,0,2,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,4,0,52
A000000173038,cleansing,4.8,5,0,0,18,0,0,0,0,19,0,0,0.57,0.39,0.05,0,0,3,0,4,30,26,0,0,0,13,0,12,45
A000000173294,bodycare,4.7,4,2,6,0,51,0,0,1,2,0,0,0,0,0,23,0,0,0,1,1,0,0,0,0,9,7,0,98
A000000173295,skincare,4.7,2,10,29,0,30,0,0,13,21,0,0,0.61,0.34,0.05,15,2,5,2,11,0,0,0,0,0,0,0,0,96
A000000173296,skincare,4.7,4,5,16,0,36,0,0,2,10,0,0,0.57,0.43,0.01,18,0,0,0,2,6,0,0,0,0,30,10,0,99
A000000173298,maskpack,4.7,5,9,0,1,0,0,0,0,42,0,0,0.5,0.25,0.25,0,0,2,50,7,17,1,0,0,0,16,0,1,100
A000000173302,skincare,4.9,4,8,5,0,3,0,0,12,12,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,4,6,0,99
A000000173322,skincare,4.8,4,13,27,0,35,0,0,11,23,0,0,0.49,0.47,0.04,21,0,0,0,15,64,0,0,0,0,41,24,0,97
A000000173323,skincare,4.7,4,30,39,0,51,0,0,27,21,0,0,0.44,0.54,0.03,27,0,0,0,14,65,0,0,0,0,40,39,0,99
A000000173327,skincare,4.7,4,21,26,0,46,0,0,28,11,0,0,0.34,0.57,0.09,23,0,0,0,18,60,0,0,0,0,34,24,0,100
A000000173332,skincare,4.8,4,15,31,0,41,0,0,9,31,0,0,0.5,0.45,0.05,20,0,0,0,11,58,0,0,0,0,34,12,0,100
A000000173335,bodycare,4.8,4,12,17,0,63,0,0,15,4,0,0,0,0,0,29,0,0,0,3,55,0,0,0,0,46,10,0,100
A000000173360,bodycare,4.7,4,0,1,0,39,0,0,6,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,86
A000000173363,bodycare,4.7,5,3,0,19,0,0,0,0,25,0,0,0,0,0,0,0,2,0,6,4,41,0,0,0,25,0,21,96
A000000173370,bodycare,4.9,4,0,0,0,38,0,0,4,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,19,2,0,54
A000000173689,cleansing,4.8,5,13,0,27,0,0,0,0,51,0,0,0,0,0,0,0,3,3,3,3,11,0,0,0,10,0,13,100
A000000173702,bodycare,4.8,4,2,7,0,65,0,0,0,5,0,0,0,0,0,7,0,0,0,0,53,0,0,0,0,34,6,0,100
A000000173703,bodycare,4.8,4,0,7,0,58,0,0,0,6,0,0,0,0,0,19,0,0,0,1,53,0,0,0,0,28,4,0,100
A000000173728,bodycare,5,4,3,6,0,59,0,0,2,9,0,0,0,0,0,36,0,0,0,1,0,0,0,0,0,40,14,0,100
A000000174016,skincare,4.8,4,30,26,0,42,0,0,44,14,0,0,0.55,0.43,0.03,30,0,0,0,16,5,0,0,0,0,31,23,0,100
A000000174017,cleansing,4.8,5,27,0,37,0,0,0,0,26,0,0,0.16,0.42,0.42,0,0,20,5,48,25,50,0,0,0,24,0,31,98
A000000174018,suncare,4.8,4,6,6,0,0,0,0,1,12,0,0,0.54,0.46,0,3,0,0,0,3,0,0,0,0,0,9,8,0,100
A000000174019,cleansing,4.8,5,17,0,31,0,0,0,0,34,0,0,0.33,0.55,0.12,0,0,3,1,16,7,28,0,0,0,14,0,10,100
A000000174304,skincare,4.8,4,9,63,0,25,0,0,5,15,0,0,0,1,0,32,0,0,0,12,0,0,0,0,0,31,8,0,100
A000000174306,bodycare,4.7,4,0,3,0,47,0,0,2,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,20,0,0,100
A000000174311,skincare,4.7,2,17,12,0,22,0,0,27,18,0,0,0.33,0.56,0.12,29,0,9,0,3,0,0,0,0,0,0,0,0,100
A000000174313,skincare,4.7,4,14,23,0,24,0,0,7,9,0,0,0.6,0.4,0,23,0,0,0,6,0,0,0,0,0,23,3,0,98
A000000174314,cleansing,4.8,5,17,0,31,0,0,0,0,32,0,0,0.22,0.61,0.17,0,0,3,1,17,8,27,0,0,0,17,0,9,100
A000000174316,skincare,4.8,4,30,26,0,42,0,0,44,14,0,0,0.28,0.68,0.05,30,0,0,0,16,5,0,0,0,0,31,23,0,100
A000000174356,skincare,4.7,4,30,58,0,17,0,0,38,18,0,0,1,0,0,33,0,0,0,39,14,0,0,0,0,22,25,0,100
A000000174371,skincare,4.8,2,16,45,0,25,0,0,10,21,0,0,0.36,0.54,0.1,27,6,4,0,13,0,0,0,0,0,0,0,0,100
A000000174373,cleansing,4.8,1,3,4,40,3,21,4,2,51,14,40,0.33,0.58,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000174374,skincare,4.7,4,30,23,0,47,0,0,54,17,0,0,0.59,0.38,0.03,23,0,0,0,27,13,0,0,0,0,33,32,0,100
A000000174376,suncare,4.8,4,6,6,0,2,0,0,1,9,0,0,0.38,0.56,0.07,3,0,0,0,4,0,0,0,0,0,14,7,0,100
A000000174991,skincare,4.8,4,16,43,0,55,0,0,13,42,0,0,0.5,0.45,0.05,31,0,0,0,15,9,0,0,0,0,44,31,0,100
A000000175032,skincare,4.7,4,17,18,0,24,0,0,8,7,0,0,0.51,0.47,0.02,49,0,0,0,11,2,0,0,0,0,27,9,0,100
A000000175063,bodycare,4.8,3,2,0,12,1,0,0,0,41,0,0,0,0,0,0,0,0,0,0,1,35,0,30,22,10,0,0,99
A000000175090,maskpack,4.6,5,12,0,0,0,0,0,0,54,0,0,0,0,0,0,0,13,76,11,16,1,0,0,0,8,0,10,100
A000000175260,bodycare,4.8,4,10,17,0,57,0,0,2,12,0,0,0,0,0,31,0,0,0,6,0,0,0,0,0,40,11,0,100
A000000175266,cleansing,4.8,1,24,5,46,3,31,15,13,60,56,56,0.28,0.6,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,100
A000000175267,bodycare,4.8,4,4,13,0,63,0,0,18,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,37,4,0,100
A000000175452,suncare,4.7,4,17,8,0,1,0,0,1,27,0,0,0.23,0.65,0.12,16,0,0,0,11,0,0,0,0,0,19,14,0,100
A000000177493,skincare,4.6,4,9,19,0,30,0,0,13,12,0,0,0.46,0.43,0.11,23,0,0,0,11,0,0,0,0,0,21,11,0,100
A000000177773,skincare,4.8,4,30,26,0,40,0,0,44,16,0,0,0.41,0.5,0.09,28,0,0,0,15,5,0,0,0,0,30,23,0,100
A000000177774,skincare,4.6,4,9,19,0,30,0,0,13,12,0,0,0.29,0.57,0.14,23,0,0,0,11,0,0,0,0,0,21,11,0,100
A000000177776,skincare,4.6,4,9,19,0,31,0,0,13,12,0,0,0.38,0.56,0.06,24,0,0,0,11,0,0,0,0,0,21,11,0,100
A000000177777,skincare,4.7,2,27,25,0,11,0,0,18,23,0,0,0.2,0.3,0.5,47,1,8,63,15,0,0,0,0,0,0,0,0,100
A000000177778,skincare,4.7,2,35,15,0,10,0,0,25,20,0,0,0.11,0.39,0.5,15,0,27,9,14,0,0,0,0,0,0,0,0,100
A000000177780,cleansing,4.8,5,19,0,23,0,0,0,0,36,0,0,0.29,0.58,0.13,0,0,8,5,12,11,47,0,0,0,22,0,23,100
A000000177782,suncare,4.7,4,13,12,0,1,0,0,1,14,0,0,0.5,0.5,0,6,0,0,0,9,1,0,0,0,0,16,16,0,100
A000000177783,suncare,4.6,4,15,7,0,0,0,0,1,15,0,0,0.17,0.67,0.17,5,0,0,0,10,0,0,0,0,0,12,12,0,100
A000000177784,skincare,4.7,4,4,23,0,22,0,0,5,5,0,0,0.38,0.41,0.21,12,0,0,0,15,1,0,0,0,0,19,12,0,40
A000000177838,skincare,4.8,4,11,44,0,45,0,0,12,14,0,0,0.38,0.56,0.07,33,0,0,0,16,1,0,0,0,0,33,11,0,100
A000000177839,skincare,4.8,4,15,59,0,27,0,0,16,19,0,0,0.45,0.49,0.07,31,0,0,0,14,4,0,0,0,0,36,10,0,98
A000000177840,bodycare,4.6,4,1,1,0,35,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,12,0,0,83
A000000177890,skincare,4.8,4,15,30,0,39,0,0,7,30,0,0,0.6,0.4,0,23,0,0,0,11,57,0,0,0,0,33,12,0,100
A000000177891,cleansing,4.6,5,4,0,9,0,0,0,0,11,0,0,0,0.33,0.67,0,0,8,1,1,13,11,0,0,0,1,0,3,35
A000000177892,skincare,4.8,4,16,25,0,49,0,0,7,18,0,0,0.52,0.39,0.09,16,0,0,0,13,60,0,0,0,0,50,18,0,96
A000000177893,skincare,4.8,4,37,46,0,51,0,0,33,29,0,0,0.5,0.45,0.05,28,0,0,0,16,74,0,0,0,0,48,40,0,100
A000000177895,skincare,4.8,4,13,27,0,35,0,0,11,23,0,0,0.58,0.42,0,21,0,0,0,15,64,0,0,0,0,41,24,0,97
